Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate
2025-03-23,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,264,0.0038
2025-03-24,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,229,0.0044
2025-03-25,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,739,0.0027
2025-03-26,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,581,0.0034
2025-03-27,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,481,0.0042
2025-03-28,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,609,0.0
2025-03-29,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,463,0.0043
2025-03-30,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,533,0.0038
2025-03-31,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,588,0.0034
2025-04-01,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,724,0.0
2025-04-02,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1109,0.0027
2025-04-03,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,225,0.0044
2025-04-04,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,773,0.0026
2025-04-05,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,235,0.0043
2025-04-06,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,581,0.0034
2025-04-07,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,352,0.0028
2025-04-08,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,175,0.0057
2025-04-09,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,414,0.0024
2025-04-10,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,301,0.0033
2025-04-11,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,281,0.0036
2025-04-12,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,330,0.003
2025-04-13,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,951,0.0021
2025-04-14,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,1008,0.002
2025-04-15,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,168,0.006
2025-04-16,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1398,0.0029
2025-04-17,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1684,0.003
2025-04-18,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1123,0.0027
2025-04-19,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,340,0.0029
2025-04-20,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,247,0.004
2025-04-21,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1002,0.003
2025-04-22,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,335,0.003
2025-04-23,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,669,0.0
2025-04-24,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,463,0.0043
2025-04-25,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,747,0.0
2025-04-26,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,739,0.0027
2025-04-27,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,598,0.0033
2025-04-28,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,326,0.0031
2025-04-29,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,502,0.004
2025-04-30,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,632,0.0032
2025-05-01,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,792,0.0051
2025-05-02,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,762,0.0039
2025-05-03,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,766,0.0
2025-05-04,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,271,0.0037
2025-05-05,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,632,0.0032
2025-05-06,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,158,0.0063
2025-05-07,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1066,0.0038
2025-05-08,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,469,0.0043
2025-05-09,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,605,0.0033
2025-05-10,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,208,0.0048
2025-05-11,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,341,0.0029
2025-05-12,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,223,0.0045
2025-05-13,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,1397,0.0014
2025-05-14,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,613,0.0
2025-05-15,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,596,0.0034
2025-05-16,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,319,0.0031
2025-05-17,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,804,0.0
2025-05-18,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,464,0.0022
2025-05-19,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,426,0.0023
2025-05-20,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,831,0.0048
2025-05-21,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,527,0.0038
2025-05-22,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,301,0.0033
2025-05-23,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,322,0.0031
2025-05-24,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,644,0.0031
2025-05-25,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,295,0.0034
2025-05-26,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1445,0.0021
2025-05-27,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,745,0.0027
2025-05-28,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,596,0.0034
2025-05-29,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,726,0.0028
2025-05-30,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,672,0.0045
2025-05-31,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,742,0.0
2025-06-01,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,773,0.0039
2025-06-02,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,587,0.0017
2025-06-03,905-029/0886-91/MINERAL,Dining Chairs,6,Off Promotion,1097,0.0055
2025-06-04,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,470,0.0043
2025-06-05,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,287,0.0035
2025-06-06,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1320,0.0038
2025-06-07,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,252,0.004
2025-06-08,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,709,0.0042
2025-06-09,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,608,0.0
2025-06-10,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,337,0.003
2025-06-11,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,222,0.0045
2025-06-12,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,268,0.0037
2025-06-13,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,749,0.004
2025-06-14,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,594,0.0051
2025-06-15,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,711,0.0028
2025-06-16,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,128,0.0078
2025-06-17,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,828,0.0036
2025-06-18,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,260,0.0038
2025-06-19,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,643,0.0
2025-06-20,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,284,0.0035
2025-06-21,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,609,0.0049
2025-06-22,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1621,0.0025
2025-06-23,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,317,0.0032
2025-06-24,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,667,0.006
2025-06-25,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,527,0.0057
2025-06-26,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,724,0.0
2025-06-27,905-029/0886-91/MINERAL,Dining Chairs,6,Off Promotion,1652,0.0036
2025-06-28,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,801,0.0
2025-06-29,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,560,0.0036
2025-06-30,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,353,0.0057
2025-07-01,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,489,0.0041
2025-07-02,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1656,0.0018
2025-07-03,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1159,0.0035
2025-07-04,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,926,0.0022
2025-07-05,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,742,0.0
2025-07-06,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,528,0.0
2025-07-07,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,362,0.0055
2025-07-08,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,693,0.0058
2025-07-09,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,243,0.0041
2025-07-10,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,290,0.0034
2025-07-11,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,523,0.0038
2025-07-12,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1330,0.003
2025-07-13,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,797,0.0
2025-07-14,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,486,0.0062
2025-07-15,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,250,0.004
2025-07-16,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,445,0.0045
2025-07-17,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,696,0.0
2025-07-18,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,317,0.0032
2025-07-19,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,412,0.0024
2025-07-20,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,326,0.0031
2025-07-21,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1412,0.0028
2025-07-22,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,501,0.004
2025-07-23,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,689,0.0044
2025-07-24,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,858,0.0047
2025-07-25,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,827,0.0048
2025-07-26,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,389,0.0051
2025-07-27,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,757,0.004
2025-07-28,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1894,0.0021
2025-07-29,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,447,0.0045
2025-07-30,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,326,0.0031
2025-07-31,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,688,0.0044
2025-08-01,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,894,0.0056
2025-08-02,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,663,0.0045
2025-08-03,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,976,0.0031
2025-08-04,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1426,0.0028
2025-08-05,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,526,0.0019
2025-08-06,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,238,0.0042
2025-08-07,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,420,0.0048
2025-08-08,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,506,0.004
2025-08-09,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,294,0.0034
2025-08-10,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,546,0.0037
2025-08-11,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,212,0.0047
2025-08-12,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,401,0.0025
2025-08-13,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,741,0.004
2025-08-14,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,317,0.0032
2025-08-15,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,277,0.0036
2025-08-16,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,323,0.0031
2025-08-17,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,635,0.0031
2025-08-18,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,623,0.0048
2025-08-19,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,588,0.0034
2025-08-20,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,625,0.0
2025-08-21,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,674,0.0
2025-08-22,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1031,0.0039
2025-08-23,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,505,0.004
2025-08-24,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,605,0.0033
2025-08-25,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,212,0.0047
2025-08-26,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,391,0.0026
2025-08-27,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,593,0.0034
2025-08-28,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,460,0.0043
2025-08-29,905-029/0886-91/MINERAL,Dining Chairs,6,Off Promotion,1312,0.0046
2025-08-30,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,616,0.0081
2025-08-31,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1257,0.0032
2025-09-01,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,947,0.0
2025-09-02,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,498,0.004
2025-09-03,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,410,0.0049
2025-09-04,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,558,0.0036
2025-09-05,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,288,0.0035
2025-09-06,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1224,0.0033
2025-09-07,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,633,0.0047
2025-09-08,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,608,0.0
2025-09-09,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,507,0.0059
2025-09-10,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,611,0.0033
2025-09-11,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,611,0.0033
2025-09-12,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,651,0.0031
2025-09-13,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1217,0.0025
2025-09-14,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,507,0.0039
2025-09-15,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,217,0.0046
2025-09-16,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,926,0.0032
2025-09-17,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,938,0.0
2025-09-18,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,967,0.0041
2025-09-19,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,928,0.0043
2025-09-20,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,569,0.0035
2025-09-21,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1223,0.0041
2025-09-22,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,996,0.003
2025-09-23,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,725,0.0028
2025-09-24,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,178,0.0056
2025-09-25,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,233,0.0043
2025-09-26,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1037,0.0039
2025-09-27,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1867,0.0027
2025-09-28,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,304,0.0033
2025-09-29,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,608,0.0033
2025-09-30,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,202,0.005
2025-10-01,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,519,0.0039
2025-10-02,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,283,0.0035
2025-10-03,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1564,0.0032
2025-10-04,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,293,0.0034
2025-10-05,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1110,0.0036
2025-10-06,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,334,0.006
2025-10-07,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,625,0.0
2025-10-08,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1111,0.0036
2025-10-09,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,995,0.003
2025-10-10,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,984,0.0041
2025-10-11,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,964,0.0031
2025-10-12,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1188,0.0025
2025-10-13,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,245,0.0041
2025-10-14,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1081,0.0037
2025-10-15,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,366,0.0055
2025-10-16,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1232,0.0032
2025-10-17,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,715,0.0042
2025-10-18,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,801,0.0
2025-10-19,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,769,0.0026
2025-10-20,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,576,0.0035
2025-10-21,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,566,0.0
2025-10-22,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,787,0.0038
2025-10-23,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,318,0.0031
2025-10-24,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,363,0.0055
2025-10-25,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,607,0.0033
2025-10-26,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1223,0.0041
2025-10-27,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,478,0.0042
2025-10-28,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,617,0.0032
2025-10-29,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,1020,0.002
2025-10-30,905-029/0886-91/MINERAL,Dining Chairs,6,Off Promotion,1154,0.0052
2025-10-31,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,851,0.0035
2025-11-01,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,636,0.0031
2025-11-02,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,2448,0.0016
2025-11-03,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,260,0.0038
2025-11-04,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,612,0.0033
2025-11-05,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1206,0.0033
2025-11-06,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,232,0.0043
2025-11-07,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,291,0.0034
2025-11-08,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,339,0.0029
2025-11-09,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,630,0.0032
2025-11-10,905-029/0886-91/MINERAL,Dining Chairs,8,Off Promotion,3809,0.0018
2025-11-11,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1016,0.003
2025-11-12,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,480,0.0
2025-11-13,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,908,0.0033
2025-11-14,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1005,0.004
2025-11-15,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,214,0.0047
2025-11-16,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,232,0.0043
2025-11-17,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,669,0.0
2025-11-18,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,477,0.0042
2025-11-19,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,235,0.0043
2025-11-20,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,548,0.0055
2025-11-21,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1042,0.0038
2025-11-22,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,663,0.003
2025-11-23,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1605,0.0025
2025-11-24,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,806,0.0025
2025-11-25,905-029/0886-91/MINERAL,Dining Chairs,7,Off Promotion,3495,0.002
2025-11-26,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,654,0.0
2025-11-27,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,686,0.0044
2025-11-28,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,317,0.0032
2025-11-29,905-029/0886-91/MINERAL,Dining Chairs,9,Off Promotion,2804,0.0032
2025-11-30,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,686,0.0044
2025-12-01,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,1020,0.0
2025-12-02,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,183,0.0055
2025-12-03,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,500,0.004
2025-12-04,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1091,0.0037
2025-12-05,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1026,0.0039
2025-12-06,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1555,0.0026
2025-12-07,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,330,0.003
2025-12-08,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,435,0.0046
2025-12-09,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1058,0.0038
2025-12-10,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,307,0.0033
2025-12-11,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,662,0.003
2025-12-12,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1568,0.0026
2025-12-13,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1040,0.0029
2025-12-14,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,381,0.0026
2025-12-15,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,541,0.0037
2025-12-16,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,775,0.0039
2025-12-17,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,384,0.0026
2025-12-18,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1304,0.0038
2025-12-19,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,842,0.0048
2025-12-20,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,384,0.0026
2025-12-21,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,356,0.0028
2025-12-22,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1124,0.0027
2025-12-23,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,397,0.0076
2025-12-24,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1054,0.0038
2025-12-25,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,583,0.0034
2025-12-26,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,269,0.0037
2025-12-27,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,321,0.0031
2025-12-28,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,801,0.0
2025-12-29,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,321,0.0031
2025-12-30,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,307,0.0033
2025-12-31,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,1025,0.002
2026-01-01,905-029/0886-91/MINERAL,Dining Chairs,5,Off Promotion,1776,0.0028
2026-01-02,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,517,0.0039
2026-01-03,905-029/0886-91/MINERAL,Dining Chairs,4,Off Promotion,1048,0.0038
2026-01-04,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,306,0.0033
2026-01-05,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,654,0.0
2026-01-06,905-029/0886-91/MINERAL,Dining Chairs,2,Off Promotion,574,0.0035
2026-01-07,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,618,0.0049
2026-01-08,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,263,0.0038
2026-01-09,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1079,0.0028
2026-01-10,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,395,0.0025
2026-01-11,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,804,0.0
2026-01-12,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,612,0.0049
2026-01-13,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,638,0.0047
2026-01-14,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,254,0.0039
2026-01-15,905-029/0886-91/MINERAL,Dining Chairs,3,Off Promotion,1041,0.0029
2026-01-16,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,728,0.0
2026-01-17,905-029/0886-91/MINERAL,Dining Chairs,1,Off Promotion,321,0.0031
2026-01-18,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,623,0.0
2026-01-19,905-029/0886-91/MINERAL,Dining Chairs,0,Off Promotion,715,0.0
